gene,term_id
PLIN2,REACTOME:R-HSA-9613829
PLIN2,REACTOME:R-HSA-9615710
PLIN2,REACTOME:R-HSA-9663891
PLIN2,REACTOME:R-HSA-9818564
PLIN2,REACTOME:R-HSA-9841922
PLIN2,REACTOME:R-HSA-9851695
PLIN2,REACTOME:R-HSA-9917777
PTPN12,REACTOME:R-HSA-1227986
PTPN12,REACTOME:R-HSA-1227990
PTPN12,REACTOME:R-HSA-1250196
PTPN12,REACTOME:R-HSA-1280215
PTPN12,REACTOME:R-HSA-162582
PTPN12,REACTOME:R-HSA-1643685
PTPN12,REACTOME:R-HSA-168256
PTPN12,REACTOME:R-HSA-177929
PTPN12,REACTOME:R-HSA-182971
PTPN12,REACTOME:R-HSA-186797
PTPN12,REACTOME:R-HSA-446652
PTPN12,REACTOME:R-HSA-449147
PTPN12,REACTOME:R-HSA-5663202
PTPN12,REACTOME:R-HSA-8863795
PTPN12,REACTOME:R-HSA-9006934
PTPN12,REACTOME:R-HSA-9008059
PTPN12,REACTOME:R-HSA-9634285
RHOQ,REACTOME:R-HSA-1445148
RHOQ,REACTOME:R-HSA-162582
RHOQ,REACTOME:R-HSA-194315
RHOQ,REACTOME:R-HSA-195258
RHOQ,REACTOME:R-HSA-199991
RHOQ,REACTOME:R-HSA-5627083
RHOQ,REACTOME:R-HSA-5653656
RHOQ,REACTOME:R-HSA-9012999
RHOQ,REACTOME:R-HSA-9013406
RHOQ,REACTOME:R-HSA-9716542
RIT1,REACTOME:R-HSA-162582
RIT1,REACTOME:R-HSA-166520
RIT1,REACTOME:R-HSA-187037
RIT1,REACTOME:R-HSA-187687
RIT1,REACTOME:R-HSA-187706
RIT1,REACTOME:R-HSA-9006934
S100A10,REACTOME:R-HSA-109582
S100A10,REACTOME:R-HSA-75205
SLC2A1,REACTOME:R-HSA-1430728
SLC2A1,REACTOME:R-HSA-163685
SLC2A1,REACTOME:R-HSA-1643685
SLC2A1,REACTOME:R-HSA-189200
SLC2A1,REACTOME:R-HSA-196836
SLC2A1,REACTOME:R-HSA-196849
SLC2A1,REACTOME:R-HSA-196854
SLC2A1,REACTOME:R-HSA-382551
SLC2A1,REACTOME:R-HSA-422356
SLC2A1,REACTOME:R-HSA-425407
SLC2A1,REACTOME:R-HSA-5619043
SLC2A1,REACTOME:R-HSA-5619102
SLC2A1,REACTOME:R-HSA-5619115
SLC2A1,REACTOME:R-HSA-5653890
SLC2A1,REACTOME:R-HSA-71387
SMOX,REACTOME:R-HSA-140179
SMOX,REACTOME:R-HSA-141334
SMOX,REACTOME:R-HSA-1430728
SMOX,REACTOME:R-HSA-211859
SMOX,REACTOME:R-HSA-211945
SMOX,REACTOME:R-HSA-351200
SMOX,REACTOME:R-HSA-351202
SMOX,REACTOME:R-HSA-71291
SPP1,REACTOME:R-HSA-1474228
SPP1,REACTOME:R-HSA-1474244
SPP1,REACTOME:R-HSA-162582
SPP1,REACTOME:R-HSA-186797
SPP1,REACTOME:R-HSA-212436
SPP1,REACTOME:R-HSA-216083
SPP1,REACTOME:R-HSA-381426
SPP1,REACTOME:R-HSA-392499
SPP1,REACTOME:R-HSA-597592
SPP1,REACTOME:R-HSA-73857
SPP1,REACTOME:R-HSA-74160
SPP1,REACTOME:R-HSA-8878159
SPP1,REACTOME:R-HSA-8949275
SPP1,REACTOME:R-HSA-8953897
SPP1,REACTOME:R-HSA-8957275
SPP1,REACTOME:R-HSA-9006934
SPP1,REACTOME:R-HSA-9855142
SPP1,REACTOME:R-HSA-9856532
STT3B,REACTOME:R-HSA-1266738
STT3B,REACTOME:R-HSA-1280218
STT3B,REACTOME:R-HSA-1643685
STT3B,REACTOME:R-HSA-168256
STT3B,REACTOME:R-HSA-388841
STT3B,REACTOME:R-HSA-389948
STT3B,REACTOME:R-HSA-392499
STT3B,REACTOME:R-HSA-446203
STT3B,REACTOME:R-HSA-5663205
STT3B,REACTOME:R-HSA-597592
STT3B,REACTOME:R-HSA-9679506
STT3B,REACTOME:R-HSA-9694516
STT3B,REACTOME:R-HSA-9694548
STT3B,REACTOME:R-HSA-9694635
STT3B,REACTOME:R-HSA-9730414
STT3B,REACTOME:R-HSA-9772573
STT3B,REACTOME:R-HSA-9824446
STT3B,REACTOME:R-HSA-9839923
STT3B,REACTOME:R-HSA-9856651
STT3B,REACTOME:R-HSA-9909615
STT3B,REACTOME:R-HSA-9909648
STT3B,REACTOME:R-HSA-9918432
STT3B,REACTOME:R-HSA-9918487
STT3B,REACTOME:R-HSA-9926550
STT3B,REACTOME:R-HSA-9931295
TFEC,REACTOME:R-HSA-1266738
TFEC,REACTOME:R-HSA-9730414
TFEC,REACTOME:R-HSA-9856649
TMEM30A,REACTOME:R-HSA-168249
TMEM30A,REACTOME:R-HSA-168256
TMEM30A,REACTOME:R-HSA-6798695
TRPV2,REACTOME:R-HSA-2672351
TRPV2,REACTOME:R-HSA-3295583
TRPV2,REACTOME:R-HSA-382551
TRPV2,REACTOME:R-HSA-983712
UGP2,REACTOME:R-HSA-1430728
UGP2,REACTOME:R-HSA-156580
UGP2,REACTOME:R-HSA-156588
UGP2,REACTOME:R-HSA-173599
UGP2,REACTOME:R-HSA-211859
UGP2,REACTOME:R-HSA-3322077
UGP2,REACTOME:R-HSA-71387
UGP2,REACTOME:R-HSA-8982491
UPP1,REACTOME:R-HSA-1430728
UPP1,REACTOME:R-HSA-15869
UPP1,REACTOME:R-HSA-73614
UPP1,REACTOME:R-HSA-73621
UPP1,REACTOME:R-HSA-8956319
UPP1,REACTOME:R-HSA-8956321
USF2,REACTOME:R-HSA-162582
USF2,REACTOME:R-HSA-8939211
USF2,REACTOME:R-HSA-9006931
USF2,REACTOME:R-HSA-9018519
VDAC1,REACTOME:R-HSA-1268020
VDAC1,REACTOME:R-HSA-1428517
VDAC1,REACTOME:R-HSA-1430728
VDAC1,REACTOME:R-HSA-1632852
VDAC1,REACTOME:R-HSA-382551
VDAC1,REACTOME:R-HSA-392499
VDAC1,REACTOME:R-HSA-5205647
VDAC1,REACTOME:R-HSA-5205685
VDAC1,REACTOME:R-HSA-5688426
VDAC1,REACTOME:R-HSA-5689880
VDAC1,REACTOME:R-HSA-597592
VDAC1,REACTOME:R-HSA-70268
VDAC1,REACTOME:R-HSA-8949215
VDAC1,REACTOME:R-HSA-9609507
VDAC1,REACTOME:R-HSA-9612973
VDAC1,REACTOME:R-HSA-9663891
VDR,REACTOME:R-HSA-1430728
VDR,REACTOME:R-HSA-196791
VDR,REACTOME:R-HSA-212436
VDR,REACTOME:R-HSA-2990846
VDR,REACTOME:R-HSA-3108232
VDR,REACTOME:R-HSA-383280
VDR,REACTOME:R-HSA-392499
VDR,REACTOME:R-HSA-4090294
VDR,REACTOME:R-HSA-556833
VDR,REACTOME:R-HSA-597592
VDR,REACTOME:R-HSA-73857
VDR,REACTOME:R-HSA-74160
VDR,REACTOME:R-HSA-8957322
VEGFA,REACTOME:R-HSA-109582
VEGFA,REACTOME:R-HSA-114608
VEGFA,REACTOME:R-HSA-1234158
VEGFA,REACTOME:R-HSA-1234174
VEGFA,REACTOME:R-HSA-1280215
VEGFA,REACTOME:R-HSA-162582
VEGFA,REACTOME:R-HSA-1643685
VEGFA,REACTOME:R-HSA-168256
VEGFA,REACTOME:R-HSA-194138
VEGFA,REACTOME:R-HSA-194313
VEGFA,REACTOME:R-HSA-195399
VEGFA,REACTOME:R-HSA-212436
VEGFA,REACTOME:R-HSA-2262752
VEGFA,REACTOME:R-HSA-4420097
VEGFA,REACTOME:R-HSA-449147
VEGFA,REACTOME:R-HSA-5218921
VEGFA,REACTOME:R-HSA-5663205
VEGFA,REACTOME:R-HSA-6785807
VEGFA,REACTOME:R-HSA-73857
VEGFA,REACTOME:R-HSA-74160
VEGFA,REACTOME:R-HSA-76002
VEGFA,REACTOME:R-HSA-76005
VEGFA,REACTOME:R-HSA-8864260
VEGFA,REACTOME:R-HSA-8866910
VEGFA,REACTOME:R-HSA-8953897
VEGFA,REACTOME:R-HSA-9006934
VEGFA,REACTOME:R-HSA-9679191
VEGFA,REACTOME:R-HSA-9679506
VEGFA,REACTOME:R-HSA-9824446
VPS37A,REACTOME:R-HSA-162587
VPS37A,REACTOME:R-HSA-162588
VPS37A,REACTOME:R-HSA-162599
VPS37A,REACTOME:R-HSA-162906
VPS37A,REACTOME:R-HSA-1643685
VPS37A,REACTOME:R-HSA-174490
VPS37A,REACTOME:R-HSA-174495
VPS37A,REACTOME:R-HSA-175474
VPS37A,REACTOME:R-HSA-199991
VPS37A,REACTOME:R-HSA-5653656
VPS37A,REACTOME:R-HSA-5663205
VPS37A,REACTOME:R-HSA-917729
VPS37A,REACTOME:R-HSA-9609646
VPS37A,REACTOME:R-HSA-9610379
VPS37A,REACTOME:R-HSA-9612973
VPS37A,REACTOME:R-HSA-9615710
VPS37A,REACTOME:R-HSA-9824446
WDR45B,REACTOME:R-HSA-1632852
WDR45B,REACTOME:R-HSA-9612973
